L,T,epsilon,m_abs,Cv,chi,sample
40,2.11,-1.6533905,0.86436705,0.0006081324567,0.0006389425204,4
40,2.11,-1.6533905,0.86436705,0.0006081324567,0.0006389425204,2
40,2.11,-1.6533905,0.86436705,0.0006081324567,0.0006389425204,0
40,2.11,-1.6533905,0.86436705,0.0006081324567,0.0006389425204,3
40,2.1,-1.66327035,0.870332425,0.0005926321002,0.0005348114851,2
40,2.1,-1.66327035,0.870332425,0.0005926321002,0.0005348114851,3
40,2.1,-1.66327035,0.870332425,0.0005926321002,0.0005348114851,0
40,2.11,-1.6533905,0.86436705,0.0006081324567,0.0006389425204,1
40,2.1,-1.66327035,0.870332425,0.0005926321002,0.0005348114851,4
40,2.1,-1.66327035,0.870332425,0.0005926321002,0.0005348114851,1
40,2.12,-1.643021375,0.8584493,0.0006229487765,0.0006470224285,0
40,2.12,-1.643021375,0.8584493,0.0006229487765,0.0006470224285,1
40,2.12,-1.643021375,0.8584493,0.0006229487765,0.0006470224285,2
40,2.12,-1.643021375,0.8584493,0.0006229487765,0.0006470224285,4
40,2.12,-1.643021375,0.8584493,0.0006229487765,0.0006470224285,3
40,2.13,-1.631347775,0.8496565875,0.0006633210322,0.0009243975891,0
40,2.13,-1.631347775,0.8496565875,0.0006633210322,0.0009243975891,2
40,2.13,-1.631347775,0.8496565875,0.0006633210322,0.0009243975891,3
40,2.13,-1.631347775,0.8496565875,0.0006633210322,0.0009243975891,1
40,2.13,-1.631347775,0.8496565875,0.0006633210322,0.0009243975891,4
40,2.14,-1.62074615,0.8433694,0.0006865634304,0.0009090223949,1
40,2.14,-1.62074615,0.8433694,0.0006865634304,0.0009090223949,0
40,2.14,-1.62074615,0.8433694,0.0006865634304,0.0009090223949,3
40,2.14,-1.62074615,0.8433694,0.0006865634304,0.0009090223949,2
40,2.14,-1.62074615,0.8433694,0.0006865634304,0.0009090223949,4
40,2.15,-1.609142925,0.8347205,0.0007261500239,0.001181004043,2
40,2.15,-1.609142925,0.8347205,0.0007261500239,0.001181004043,1
40,2.15,-1.609142925,0.8347205,0.0007261500239,0.001181004043,0
40,2.15,-1.609142925,0.8347205,0.0007261500239,0.001181004043,3
40,2.15,-1.609142925,0.8347205,0.0007261500239,0.001181004043,4
40,2.16,-1.597781375,0.8273644,0.0007438451145,0.001289228944,0
40,2.16,-1.597781375,0.8273644,0.0007438451145,0.001289228944,1
40,2.16,-1.597781375,0.8273644,0.0007438451145,0.001289228944,4
40,2.16,-1.597781375,0.8273644,0.0007438451145,0.001289228944,2
40,2.16,-1.597781375,0.8273644,0.0007438451145,0.001289228944,3
40,2.17,-1.585015875,0.8171520125,0.0007705634141,0.001541685217,1
40,2.17,-1.585015875,0.8171520125,0.0007705634141,0.001541685217,0
40,2.17,-1.585015875,0.8171520125,0.0007705634141,0.001541685217,2
40,2.17,-1.585015875,0.8171520125,0.0007705634141,0.001541685217,3
40,2.17,-1.585015875,0.8171520125,0.0007705634141,0.001541685217,4
40,2.18,-1.571667425,0.80585905,0.0008271376056,0.002067279631,0
40,2.18,-1.571667425,0.80585905,0.0008271376056,0.002067279631,3
40,2.18,-1.571667425,0.80585905,0.0008271376056,0.002067279631,2
40,2.18,-1.571667425,0.80585905,0.0008271376056,0.002067279631,1
40,2.18,-1.571667425,0.80585905,0.0008271376056,0.002067279631,4
40,2.19,-1.55689205,0.791430275,0.0008840700563,0.002801750685,0
40,2.19,-1.55689205,0.791430275,0.0008840700563,0.002801750685,2
40,2.19,-1.55689205,0.791430275,0.0008840700563,0.002801750685,3
40,2.19,-1.55689205,0.791430275,0.0008840700563,0.002801750685,1
40,2.19,-1.55689205,0.791430275,0.0008840700563,0.002801750685,4
40,2.2,-1.545408425,0.783885375,0.0008992522473,0.002826951499,0
40,2.2,-1.545408425,0.783885375,0.0008992522473,0.002826951499,1
40,2.2,-1.545408425,0.783885375,0.0008992522473,0.002826951499,2
40,2.2,-1.545408425,0.783885375,0.0008992522473,0.002826951499,3
40,2.2,-1.545408425,0.783885375,0.0008992522473,0.002826951499,4
40,2.21,-1.530651325,0.7695313125,0.0009060185784,0.003094364453,2
40,2.21,-1.530651325,0.7695313125,0.0009060185784,0.003094364453,0
40,2.21,-1.530651325,0.7695313125,0.0009060185784,0.003094364453,1
40,2.21,-1.530651325,0.7695313125,0.0009060185784,0.003094364453,3
40,2.21,-1.530651325,0.7695313125,0.0009060185784,0.003094364453,4
40,2.22,-1.51283765,0.744245875,0.001021186109,0.006198712366,0
40,2.22,-1.51283765,0.744245875,0.001021186109,0.006198712366,1
40,2.22,-1.51283765,0.744245875,0.001021186109,0.006198712366,3
40,2.22,-1.51283765,0.744245875,0.001021186109,0.006198712366,4
40,2.22,-1.51283765,0.744245875,0.001021186109,0.006198712366,2
40,2.23,-1.501936825,0.7426241,0.0009646837402,0.003925599008,1
40,2.23,-1.501936825,0.7426241,0.0009646837402,0.003925599008,0
40,2.23,-1.501936825,0.7426241,0.0009646837402,0.003925599008,2
40,2.23,-1.501936825,0.7426241,0.0009646837402,0.003925599008,3
40,2.23,-1.501936825,0.7426241,0.0009646837402,0.003925599008,4
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,0
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,2
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,1
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,3
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,4
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,0
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,1
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,2
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,4
40,2.24,-1.482450375,0.7095658625,0.001085585185,0.008037862127,3
40,2.242068966,-1.477255575,0.7015882625,0.001106661173,0.008465870689,0
40,2.242068966,-1.477255575,0.7015882625,0.001106661173,0.008465870689,1
40,2.242068966,-1.477255575,0.7015882625,0.001106661173,0.008465870689,2
40,2.242068966,-1.477255575,0.7015882625,0.001106661173,0.008465870689,4
40,2.242068966,-1.477255575,0.7015882625,0.001106661173,0.008465870689,3
40,2.244137931,-1.47113835,0.6878299,0.001172588805,0.01077377277,1
40,2.244137931,-1.47113835,0.6878299,0.001172588805,0.01077377277,0
40,2.244137931,-1.47113835,0.6878299,0.001172588805,0.01077377277,2
40,2.244137931,-1.47113835,0.6878299,0.001172588805,0.01077377277,3
40,2.244137931,-1.47113835,0.6878299,0.001172588805,0.01077377277,4
40,2.246206897,-1.466128325,0.6795292375,0.001146034757,0.01085283498,0
40,2.246206897,-1.466128325,0.6795292375,0.001146034757,0.01085283498,4
40,2.246206897,-1.466128325,0.6795292375,0.001146034757,0.01085283498,1
40,2.246206897,-1.466128325,0.6795292375,0.001146034757,0.01085283498,2
40,2.246206897,-1.466128325,0.6795292375,0.001146034757,0.01085283498,3
40,2.248275862,-1.46939925,0.6963683875,0.001111890277,0.008729267941,0
40,2.248275862,-1.46939925,0.6963683875,0.001111890277,0.008729267941,2
40,2.248275862,-1.46939925,0.6963683875,0.001111890277,0.008729267941,1
40,2.248275862,-1.46939925,0.6963683875,0.001111890277,0.008729267941,4
40,2.248275862,-1.46939925,0.6963683875,0.001111890277,0.008729267941,3
40,2.250344828,-1.46586365,0.687998275,0.001105911834,0.01004451528,0
40,2.250344828,-1.46586365,0.687998275,0.001105911834,0.01004451528,1
40,2.250344828,-1.46586365,0.687998275,0.001105911834,0.01004451528,2
40,2.250344828,-1.46586365,0.687998275,0.001105911834,0.01004451528,3
40,2.250344828,-1.46586365,0.687998275,0.001105911834,0.01004451528,4
40,2.252413793,-1.4571134,0.67183455,0.001169870767,0.01066983419,0
40,2.252413793,-1.4571134,0.67183455,0.001169870767,0.01066983419,1
40,2.252413793,-1.4571134,0.67183455,0.001169870767,0.01066983419,2
40,2.252413793,-1.4571134,0.67183455,0.001169870767,0.01066983419,4
40,2.252413793,-1.4571134,0.67183455,0.001169870767,0.01066983419,3
40,2.254482759,-1.459885525,0.68689305,0.001124452605,0.009116765005,0
40,2.254482759,-1.459885525,0.68689305,0.001124452605,0.009116765005,1
40,2.254482759,-1.459885525,0.68689305,0.001124452605,0.009116765005,4
40,2.254482759,-1.459885525,0.68689305,0.001124452605,0.009116765005,3
40,2.254482759,-1.459885525,0.68689305,0.001124452605,0.009116765005,2
40,2.256551724,-1.454279325,0.67904105,0.001125715343,0.008801893677,0
40,2.256551724,-1.454279325,0.67904105,0.001125715343,0.008801893677,1
40,2.256551724,-1.454279325,0.67904105,0.001125715343,0.008801893677,2
40,2.256551724,-1.454279325,0.67904105,0.001125715343,0.008801893677,3
40,2.256551724,-1.454279325,0.67904105,0.001125715343,0.008801893677,4
40,2.25862069,-1.4479721,0.658404225,0.001199393465,0.01285589693,0
40,2.25862069,-1.4479721,0.658404225,0.001199393465,0.01285589693,1
40,2.25862069,-1.4479721,0.658404225,0.001199393465,0.01285589693,2
40,2.25862069,-1.4479721,0.658404225,0.001199393465,0.01285589693,4
40,2.25862069,-1.4479721,0.658404225,0.001199393465,0.01285589693,3
40,2.260689655,-1.44745535,0.6676482625,0.001142313801,0.009689375534,0
40,2.260689655,-1.44745535,0.6676482625,0.001142313801,0.009689375534,1
40,2.260689655,-1.44745535,0.6676482625,0.001142313801,0.009689375534,2
40,2.260689655,-1.44745535,0.6676482625,0.001142313801,0.009689375534,3
40,2.260689655,-1.44745535,0.6676482625,0.001142313801,0.009689375534,4
40,2.262758621,-1.43972275,0.649141225,0.001227952486,0.01184251185,0
40,2.262758621,-1.43972275,0.649141225,0.001227952486,0.01184251185,1
40,2.262758621,-1.43972275,0.649141225,0.001227952486,0.01184251185,2
40,2.262758621,-1.43972275,0.649141225,0.001227952486,0.01184251185,4
40,2.262758621,-1.43972275,0.649141225,0.001227952486,0.01184251185,3
40,2.264827586,-1.435618725,0.6410870125,0.001217186648,0.01304379704,0
40,2.264827586,-1.435618725,0.6410870125,0.001217186648,0.01304379704,1
40,2.264827586,-1.435618725,0.6410870125,0.001217186648,0.01304379704,2
40,2.264827586,-1.435618725,0.6410870125,0.001217186648,0.01304379704,3
40,2.264827586,-1.435618725,0.6410870125,0.001217186648,0.01304379704,4
40,2.266896552,-1.439348475,0.6673119125,0.001107128359,0.007870188237,0
40,2.266896552,-1.439348475,0.6673119125,0.001107128359,0.007870188237,1
40,2.266896552,-1.439348475,0.6673119125,0.001107128359,0.007870188237,2
40,2.266896552,-1.439348475,0.6673119125,0.001107128359,0.007870188237,3
40,2.266896552,-1.439348475,0.6673119125,0.001107128359,0.007870188237,4
40,2.268965517,-1.43553915,0.6534798,0.001156308,0.01128289009,0
40,2.268965517,-1.43553915,0.6534798,0.001156308,0.01128289009,1
40,2.268965517,-1.43553915,0.6534798,0.001156308,0.01128289009,2
40,2.268965517,-1.43553915,0.6534798,0.001156308,0.01128289009,3
40,2.268965517,-1.43553915,0.6534798,0.001156308,0.01128289009,4
40,2.271034483,-1.4346822,0.663266625,0.001098683907,0.007834480408,0
40,2.271034483,-1.4346822,0.663266625,0.001098683907,0.007834480408,1
40,2.271034483,-1.4346822,0.663266625,0.001098683907,0.007834480408,2
40,2.271034483,-1.4346822,0.663266625,0.001098683907,0.007834480408,3
40,2.271034483,-1.4346822,0.663266625,0.001098683907,0.007834480408,4
40,2.273103448,-1.416760525,0.6068353,0.001271081507,0.01520890578,0
40,2.273103448,-1.416760525,0.6068353,0.001271081507,0.01520890578,1
40,2.273103448,-1.416760525,0.6068353,0.001271081507,0.01520890578,2
40,2.273103448,-1.416760525,0.6068353,0.001271081507,0.01520890578,4
40,2.273103448,-1.416760525,0.6068353,0.001271081507,0.01520890578,3
40,2.275172414,-1.42472885,0.637686725,0.001184454319,0.01222005308,0
40,2.275172414,-1.42472885,0.637686725,0.001184454319,0.01222005308,1
40,2.275172414,-1.42472885,0.637686725,0.001184454319,0.01222005308,3
40,2.275172414,-1.42472885,0.637686725,0.001184454319,0.01222005308,2
40,2.275172414,-1.42472885,0.637686725,0.001184454319,0.01222005308,4
40,2.277241379,-1.40865225,0.59181895,0.001282873041,0.01682299965,0
40,2.277241379,-1.40865225,0.59181895,0.001282873041,0.01682299965,1
40,2.277241379,-1.40865225,0.59181895,0.001282873041,0.01682299965,2
40,2.277241379,-1.40865225,0.59181895,0.001282873041,0.01682299965,3
40,2.277241379,-1.40865225,0.59181895,0.001282873041,0.01682299965,4
40,2.279310345,-1.41163285,0.6125528,0.001226809778,0.01353885558,0
40,2.279310345,-1.41163285,0.6125528,0.001226809778,0.01353885558,1
40,2.279310345,-1.41163285,0.6125528,0.001226809778,0.01353885558,3
40,2.279310345,-1.41163285,0.6125528,0.001226809778,0.01353885558,2
40,2.279310345,-1.41163285,0.6125528,0.001226809778,0.01353885558,4
40,2.28137931,-1.411029925,0.6148162,0.001226296313,0.01365354146,0
40,2.28137931,-1.411029925,0.6148162,0.001226296313,0.01365354146,1
40,2.28137931,-1.411029925,0.6148162,0.001226296313,0.01365354146,3
40,2.28137931,-1.411029925,0.6148162,0.001226296313,0.01365354146,4
40,2.28137931,-1.411029925,0.6148162,0.001226296313,0.01365354146,2
40,2.283448276,-1.401363075,0.5908454125,0.001245927643,0.01537574494,0
40,2.283448276,-1.401363075,0.5908454125,0.001245927643,0.01537574494,1
40,2.283448276,-1.401363075,0.5908454125,0.001245927643,0.01537574494,3
40,2.283448276,-1.401363075,0.5908454125,0.001245927643,0.01537574494,2
40,2.283448276,-1.401363075,0.5908454125,0.001245927643,0.01537574494,4
40,2.285517241,-1.396260775,0.5732383,0.00124762614,0.01769518619,0
40,2.285517241,-1.396260775,0.5732383,0.00124762614,0.01769518619,1
40,2.285517241,-1.396260775,0.5732383,0.00124762614,0.01769518619,2
40,2.285517241,-1.396260775,0.5732383,0.00124762614,0.01769518619,3
40,2.285517241,-1.396260775,0.5732383,0.00124762614,0.01769518619,4
40,2.287586207,-1.39001885,0.5664313125,0.00124414184,0.01584609047,0
40,2.287586207,-1.39001885,0.5664313125,0.00124414184,0.01584609047,1
40,2.287586207,-1.39001885,0.5664313125,0.00124414184,0.01584609047,2
40,2.287586207,-1.39001885,0.5664313125,0.00124414184,0.01584609047,3
40,2.287586207,-1.39001885,0.5664313125,0.00124414184,0.01584609047,4
40,2.289655172,-1.387134375,0.5675463625,0.001231740606,0.0151648601,0
40,2.289655172,-1.387134375,0.5675463625,0.001231740606,0.0151648601,1
40,2.289655172,-1.387134375,0.5675463625,0.001231740606,0.0151648601,3
40,2.289655172,-1.387134375,0.5675463625,0.001231740606,0.0151648601,4
40,2.289655172,-1.387134375,0.5675463625,0.001231740606,0.0151648601,2
40,2.291724138,-1.3815056,0.5419709375,0.001322833858,0.02008405315,0
40,2.291724138,-1.3815056,0.5419709375,0.001322833858,0.02008405315,1
40,2.291724138,-1.3815056,0.5419709375,0.001322833858,0.02008405315,2
40,2.291724138,-1.3815056,0.5419709375,0.001322833858,0.02008405315,3
40,2.291724138,-1.3815056,0.5419709375,0.001322833858,0.02008405315,4
40,2.293793103,-1.37987235,0.5454233875,0.001266529991,0.01882655401,0
40,2.293793103,-1.37987235,0.5454233875,0.001266529991,0.01882655401,1
40,2.293793103,-1.37987235,0.5454233875,0.001266529991,0.01882655401,2
40,2.293793103,-1.37987235,0.5454233875,0.001266529991,0.01882655401,3
40,2.293793103,-1.37987235,0.5454233875,0.001266529991,0.01882655401,4
40,2.295862069,-1.3818065,0.5673547375,0.00121894666,0.01514575646,0
40,2.295862069,-1.3818065,0.5673547375,0.00121894666,0.01514575646,1
40,2.295862069,-1.3818065,0.5673547375,0.00121894666,0.01514575646,2
40,2.295862069,-1.3818065,0.5673547375,0.00121894666,0.01514575646,3
40,2.295862069,-1.3818065,0.5673547375,0.00121894666,0.01514575646,4
40,2.297931034,-1.372204775,0.53726825,0.001260565949,0.01812156039,0
40,2.297931034,-1.372204775,0.53726825,0.001260565949,0.01812156039,1
40,2.297931034,-1.372204775,0.53726825,0.001260565949,0.01812156039,2
40,2.297931034,-1.372204775,0.53726825,0.001260565949,0.01812156039,3
40,2.297931034,-1.372204775,0.53726825,0.001260565949,0.01812156039,4
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,0
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,1
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,2
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,3
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,4
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,0
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,1
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,2
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,3
40,2.3,-1.367749275,0.5296374625,0.001224943086,0.01776494551,4
40,2.307142857,-1.353018,0.4959020125,0.00123910184,0.01990320941,0
40,2.307142857,-1.353018,0.4959020125,0.00123910184,0.01990320941,1
40,2.307142857,-1.353018,0.4959020125,0.00123910184,0.01990320941,3
40,2.307142857,-1.353018,0.4959020125,0.00123910184,0.01990320941,2
40,2.307142857,-1.353018,0.4959020125,0.00123910184,0.01990320941,4
40,2.314285714,-1.335670375,0.4612727875,0.001197935344,0.01997794551,0
40,2.314285714,-1.335670375,0.4612727875,0.001197935344,0.01997794551,1
40,2.314285714,-1.335670375,0.4612727875,0.001197935344,0.01997794551,2
40,2.314285714,-1.335670375,0.4612727875,0.001197935344,0.01997794551,3
40,2.314285714,-1.335670375,0.4612727875,0.001197935344,0.01997794551,4
40,2.321428571,-1.3243338,0.44551475,0.001163314774,0.01951799518,0
40,2.321428571,-1.3243338,0.44551475,0.001163314774,0.01951799518,1
40,2.321428571,-1.3243338,0.44551475,0.001163314774,0.01951799518,2
40,2.321428571,-1.3243338,0.44551475,0.001163314774,0.01951799518,3
40,2.321428571,-1.3243338,0.44551475,0.001163314774,0.01951799518,4
40,2.328571429,-1.3150735,0.4371051625,0.001137299834,0.01881500788,0
40,2.328571429,-1.3150735,0.4371051625,0.001137299834,0.01881500788,1
40,2.328571429,-1.3150735,0.4371051625,0.001137299834,0.01881500788,2
40,2.328571429,-1.3150735,0.4371051625,0.001137299834,0.01881500788,3
40,2.328571429,-1.3150735,0.4371051625,0.001137299834,0.01881500788,4
40,2.335714286,-1.298599875,0.3940386625,0.001039753011,0.01855594539,0
40,2.335714286,-1.298599875,0.3940386625,0.001039753011,0.01855594539,1
40,2.335714286,-1.298599875,0.3940386625,0.001039753011,0.01855594539,2
40,2.335714286,-1.298599875,0.3940386625,0.001039753011,0.01855594539,3
40,2.335714286,-1.298599875,0.3940386625,0.001039753011,0.01855594539,4
40,2.342857143,-1.28565825,0.3765563,0.001044687106,0.01737779045,0
40,2.342857143,-1.28565825,0.3765563,0.001044687106,0.01737779045,1
40,2.342857143,-1.28565825,0.3765563,0.001044687106,0.01737779045,2
40,2.342857143,-1.28565825,0.3765563,0.001044687106,0.01737779045,3
40,2.342857143,-1.28565825,0.3765563,0.001044687106,0.01737779045,4
40,2.35,-1.2774969,0.3679639875,0.0009940996587,0.01733951195,0
40,2.35,-1.2774969,0.3679639875,0.0009940996587,0.01733951195,1
40,2.35,-1.2774969,0.3679639875,0.0009940996587,0.01733951195,2
40,2.35,-1.2774969,0.3679639875,0.0009940996587,0.01733951195,3
40,2.35,-1.2774969,0.3679639875,0.0009940996587,0.01733951195,4
40,2.357142857,-1.2622868,0.326799325,0.0009319904922,0.01649876091,0
40,2.357142857,-1.2622868,0.326799325,0.0009319904922,0.01649876091,1
40,2.357142857,-1.2622868,0.326799325,0.0009319904922,0.01649876091,2
40,2.357142857,-1.2622868,0.326799325,0.0009319904922,0.01649876091,3
40,2.357142857,-1.2622868,0.326799325,0.0009319904922,0.01649876091,4
40,2.364285714,-1.251795775,0.3114934875,0.0008608286474,0.01445604895,0
40,2.364285714,-1.251795775,0.3114934875,0.0008608286474,0.01445604895,1
40,2.364285714,-1.251795775,0.3114934875,0.0008608286474,0.01445604895,2
40,2.364285714,-1.251795775,0.3114934875,0.0008608286474,0.01445604895,3
40,2.364285714,-1.251795775,0.3114934875,0.0008608286474,0.01445604895,4
40,2.371428571,-1.24627485,0.318579325,0.00088693212,0.01506979471,0
40,2.371428571,-1.24627485,0.318579325,0.00088693212,0.01506979471,1
40,2.371428571,-1.24627485,0.318579325,0.00088693212,0.01506979471,2
40,2.371428571,-1.24627485,0.318579325,0.00088693212,0.01506979471,4
40,2.371428571,-1.24627485,0.318579325,0.00088693212,0.01506979471,3
40,2.378571429,-1.234614025,0.2907693,0.0008199261679,0.01358362753,0
40,2.378571429,-1.234614025,0.2907693,0.0008199261679,0.01358362753,1
40,2.378571429,-1.234614025,0.2907693,0.0008199261679,0.01358362753,2
40,2.378571429,-1.234614025,0.2907693,0.0008199261679,0.01358362753,3
40,2.378571429,-1.234614025,0.2907693,0.0008199261679,0.01358362753,4
40,2.385714286,-1.22254165,0.2663348,0.0007899800311,0.01277938663,0
40,2.385714286,-1.22254165,0.2663348,0.0007899800311,0.01277938663,1
40,2.385714286,-1.22254165,0.2663348,0.0007899800311,0.01277938663,3
40,2.385714286,-1.22254165,0.2663348,0.0007899800311,0.01277938663,2
40,2.385714286,-1.22254165,0.2663348,0.0007899800311,0.01277938663,4
40,2.392857143,-1.215983925,0.2655278625,0.0007694153914,0.01253163599,0
40,2.392857143,-1.215983925,0.2655278625,0.0007694153914,0.01253163599,1
40,2.392857143,-1.215983925,0.2655278625,0.0007694153914,0.01253163599,2
40,2.392857143,-1.215983925,0.2655278625,0.0007694153914,0.01253163599,3
40,2.392857143,-1.215983925,0.2655278625,0.0007694153914,0.01253163599,4
40,2.4,-1.2072207,0.2591886,0.0007514006713,0.01152689939,0
40,2.4,-1.2072207,0.2591886,0.0007514006713,0.01152689939,1
40,2.4,-1.2072207,0.2591886,0.0007514006713,0.01152689939,3
40,2.4,-1.2072207,0.2591886,0.0007514006713,0.01152689939,4
40,2.4,-1.2072207,0.2591886,0.0007514006713,0.01152689939,2
60,2.1,-1.662049967,0.8688817111,0.000264909867,0.0002490349108,2
60,2.11,-1.652054444,0.8629528611,0.0002734992195,0.000284270919,4
60,2.11,-1.652054444,0.8629528611,0.0002734992195,0.000284270919,3
60,2.1,-1.662049967,0.8688817111,0.000264909867,0.0002490349108,0
60,2.1,-1.662049967,0.8688817111,0.000264909867,0.0002490349108,3
60,2.1,-1.662049967,0.8688817111,0.000264909867,0.0002490349108,4
60,2.1,-1.662049967,0.8688817111,0.000264909867,0.0002490349108,1
